"","gender","education_level","institution_type","it_student","location","load_shedding","financial_condition","internet_type","network_type","class_duration","self_lms","device","adaptivity_level","age_numeric"
"1061","Boy","University","Government","No","No","Low","Poor","Mobile Data","4G","0","No","Mobile","Low",28
"1062","Boy","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","1-3","Yes","Computer","Moderate",23
"1063","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","1-3","No","Computer","Moderate",23
"1064","Girl","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate",18
"1065","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1066","Boy","University","Government","Yes","Yes","Low","Rich","Wifi","4G","1-3","No","Computer","High",28
"1067","Boy","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low",13
"1068","Boy","University","Government","No","No","High","Mid","Wifi","4G","0","No","Mobile","Low",23
"1069","Boy","University","Non Government","Yes","Yes","High","Mid","Mobile Data","3G","3-6","Yes","Mobile","Moderate",23
"1070","Girl","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","3-6","Yes","Mobile","Moderate",23
"1071","Girl","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate",18
"1072","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High",13
"1073","Boy","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","High",13
"1074","Girl","University","Government","No","Yes","Low","Mid","Wifi","3G","0","Yes","Mobile","Low",23
"1075","Girl","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1076","Boy","University","Non Government","Yes","Yes","High","Mid","Wifi","4G","3-6","Yes","Computer","Low",23
"1077","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","High",13
"1078","Boy","College","Government","No","Yes","High","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",18
"1079","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1080","Boy","College","Government","No","No","High","Poor","Mobile Data","2G","1-3","No","Mobile","Low",18
"1081","Girl","College","Non Government","No","No","Low","Mid","Mobile Data","3G","3-6","Yes","Mobile","Low",18
"1082","Boy","College","Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Mobile","Moderate",18
"1083","Boy","University","Non Government","No","No","Low","Mid","Wifi","4G","0","No","Mobile","Moderate",23
"1084","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"1085","Girl","University","Non Government","Yes","No","High","Poor","Mobile Data","3G","1-3","Yes","Mobile","Moderate",18
"1086","Boy","School","Non Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate",8
"1087","Boy","College","Government","Yes","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",18
"1088","Boy","University","Non Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",23
"1089","Boy","University","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",23
"1090","Girl","College","Government","No","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low",18
"1091","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1092","Boy","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low",13
"1093","Girl","College","Non Government","No","No","Low","Mid","Mobile Data","3G","3-6","Yes","Mobile","Low",18
"1094","Boy","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",18
"1095","Girl","College","Non Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low",18
"1096","Girl","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","3-6","No","Computer","High",23
"1097","Girl","University","Non Government","Yes","Yes","High","Mid","Wifi","3G","3-6","Yes","Mobile","Moderate",23
"1098","Boy","University","Non Government","Yes","Yes","Low","Rich","Wifi","4G","3-6","No","Mobile","Low",23
"1099","Girl","College","Non Government","No","No","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate",18
"1100","Girl","School","Non Government","No","Yes","Low","Poor","Wifi","3G","1-3","No","Mobile","Moderate",13
"1101","Boy","School","Non Government","No","Yes","High","Poor","Wifi","4G","0","No","Mobile","Low",13
"1102","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"1103","Girl","College","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",18
"1104","Girl","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1105","Boy","School","Non Government","No","Yes","Low","Rich","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1106","Boy","School","Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",18
"1107","Girl","School","Non Government","No","Yes","Low","Mid","Wifi","3G","1-3","No","Mobile","High",8
"1108","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1109","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",8
"1110","Boy","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","3-6","No","Mobile","Moderate",13
"1111","Boy","College","Government","No","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate",18
"1112","Boy","College","Government","No","No","High","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate",18
"1113","Boy","School","Non Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",13
"1114","Boy","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low",13
"1115","Girl","School","Non Government","No","Yes","Low","Rich","Wifi","3G","1-3","No","Mobile","High",13
"1116","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low",13
"1117","Boy","College","Government","No","Yes","High","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",18
"1118","Girl","University","Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","Yes","Mobile","Moderate",23
"1119","Girl","College","Non Government","No","No","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate",18
"1120","Girl","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1121","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"1122","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"1123","Boy","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",18
"1124","Boy","College","Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Tab","Moderate",18
"1125","Boy","University","Non Government","Yes","No","High","Mid","Mobile Data","3G","3-6","No","Computer","Low",23
"1126","Girl","School","Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate",13
"1127","Boy","University","Non Government","Yes","No","High","Mid","Mobile Data","3G","3-6","No","Computer","Low",23
"1128","Boy","School","Government","No","Yes","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",8
"1129","Boy","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",13
"1130","Boy","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1131","Boy","School","Non Government","No","Yes","High","Poor","Wifi","4G","1-3","No","Mobile","Low",13
"1132","Girl","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",18
"1133","Boy","College","Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",18
"1134","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"1135","Girl","College","Non Government","No","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low",18
"1136","Girl","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate",18
"1137","Girl","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Moderate",23
"1138","Girl","University","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Moderate",23
"1139","Girl","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate",23
"1140","Boy","University","Government","No","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Low",23
"1141","Girl","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate",23
"1142","Boy","School","Non Government","No","Yes","Low","Rich","Mobile Data","3G","1-3","No","Mobile","High",13
"1143","Girl","School","Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low",18
"1144","Girl","College","Non Government","No","No","Low","Mid","Mobile Data","3G","3-6","Yes","Mobile","Low",18
"1145","Boy","College","Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",18
"1146","Boy","College","Government","Yes","Yes","Low","Mid","Wifi","4G","1-3","Yes","Tab","Moderate",18
"1147","Boy","University","Non Government","No","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Moderate",23
"1148","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"1149","Boy","College","Government","No","Yes","High","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",18
"1150","Girl","College","Non Government","No","No","Low","Mid","Mobile Data","3G","1-3","Yes","Mobile","Low",18
"1151","Girl","College","Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low",18
"1152","Girl","School","Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",13
"1153","Girl","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"1154","Girl","School","Non Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"1155","Boy","University","Non Government","Yes","No","High","Mid","Mobile Data","3G","3-6","No","Computer","Low",23
"1156","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","4G","1-3","No","Mobile","Moderate",3
"1157","Boy","College","Government","Yes","Yes","Low","Mid","Wifi","4G","0","No","Mobile","Moderate",18
"1158","Boy","University","Government","Yes","Yes","Low","Rich","Wifi","4G","1-3","No","Computer","High",28
"1159","Girl","University","Government","No","No","Low","Mid","Mobile Data","2G","1-3","No","Mobile","Low",23
"1160","Boy","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1161","Boy","University","Non Government","Yes","No","High","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate",23
"1162","Girl","School","Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",13
"1163","Girl","University","Non Government","Yes","No","High","Poor","Mobile Data","3G","1-3","Yes","Mobile","Moderate",18
"1164","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","3-6","No","Mobile","Moderate",13
"1165","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","3-6","No","Mobile","Moderate",13
"1166","Boy","University","Non Government","Yes","No","High","Mid","Mobile Data","3G","1-3","Yes","Mobile","Moderate",23
"1167","Girl","School","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Computer","Moderate",13
"1168","Girl","University","Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low",23
"1169","Boy","University","Non Government","Yes","No","Low","Mid","Wifi","4G","3-6","Yes","Computer","Moderate",23
"1170","Girl","College","Non Government","No","No","Low","Mid","Mobile Data","3G","3-6","Yes","Mobile","Low",18
"1171","Boy","University","Non Government","Yes","No","High","Poor","Mobile Data","3G","3-6","Yes","Mobile","Moderate",23
"1172","Boy","University","Government","Yes","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","High",28
"1173","Boy","University","Government","No","No","High","Mid","Mobile Data","4G","1-3","No","Mobile","Low",23
"1174","Girl","College","Government","No","No","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Low",18
"1175","Boy","University","Government","No","Yes","Low","Mid","Mobile Data","4G","3-6","No","Mobile","Moderate",23
"1176","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low",13
"1177","Boy","University","Government","Yes","Yes","Low","Rich","Wifi","4G","1-3","No","Computer","High",28
"1178","Boy","School","Government","No","No","Low","Mid","Mobile Data","3G","0","No","Mobile","Low",8
"1179","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","4G","1-3","No","Mobile","Moderate",13
"1180","Girl","School","Non Government","No","Yes","Low","Rich","Wifi","3G","1-3","No","Mobile","High",13
"1181","Boy","School","Government","No","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",3
"1182","Boy","College","Government","Yes","Yes","Low","Mid","Mobile Data","4G","1-3","Yes","Mobile","Low",18
"1183","Boy","University","Non Government","Yes","No","Low","Mid","Mobile Data","3G","1-3","Yes","Computer","Moderate",23
"1184","Girl","College","Government","No","No","High","Poor","Mobile Data","4G","0","No","Mobile","Low",18
"1185","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1186","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Low",13
"1187","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1188","Girl","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",18
"1189","Boy","School","Non Government","No","Yes","Low","Rich","Wifi","4G","1-3","No","Mobile","Moderate",8
"1190","Girl","University","Non Government","Yes","Yes","High","Mid","Wifi","4G","1-3","No","Mobile","Low",23
"1191","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","3G","1-3","Yes","Mobile","Moderate",28
"1192","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1193","Boy","College","Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",18
"1194","Boy","University","Non Government","Yes","Yes","High","Poor","Wifi","4G","1-3","Yes","Computer","High",23
"1195","Boy","School","Non Government","No","No","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Low",13
"1196","Boy","University","Non Government","Yes","Yes","High","Poor","Wifi","4G","1-3","Yes","Computer","High",23
"1197","Boy","College","Government","No","No","High","Mid","Mobile Data","3G","1-3","No","Mobile","Low",18
"1198","Boy","University","Non Government","Yes","Yes","Low","Mid","Mobile Data","4G","3-6","No","Computer","Moderate",23
"1199","Boy","College","Government","Yes","No","Low","Mid","Mobile Data","4G","0","No","Mobile","Low",18
"1200","Boy","University","Non Government","Yes","Yes","Low","Mid","Wifi","4G","3-6","No","Computer","Low",23
"1201","Girl","College","Non Government","No","Yes","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",18
"1202","Girl","College","Non Government","No","No","High","Mid","Wifi","4G","3-6","No","Mobile","Moderate",18
"1203","Boy","School","Non Government","No","Yes","Low","Mid","Mobile Data","3G","1-3","No","Mobile","Moderate",13
"1204","Girl","College","Non Government","No","No","Low","Mid","Wifi","4G","1-3","No","Mobile","Low",18
"1205","Girl","School","Non Government","No","Yes","Low","Poor","Mobile Data","3G","1-3","No","Mobile","Moderate",13
